index,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,sentences_tone,document_tones,joy,analytical,sadness,tentative,confident,fear,anger
4311,cheyenne_serano,i’m a queen.                                                    she/her/hers,n.a,211,295,6268,2013-05-06 06:40:16,2020-06-20 02:58:14,25278,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,1.0,,
4312,VictoriTx45,"happy wife & mom, love dogs, ❤️usa #prolife ✝️ #trump2020",usa,10938,10282,22793,2017-06-10 01:09:28,2020-06-22 02:34:22,25,If the flu [influenza] is more deadly among the elderly [known] HOW IS IT POSSIBLE SELECT [D] GOVERNORS THOUGHT IT WAS 'SAFE' TO PUSH COVID-19 POSITIVE ELDERLY PATIENTS BACK INTO NURSING HOMES [HOT ZONES]? https://t.co/Q3Iqt2mEV5,[],[],flu influenza deadly among elderly know possible select governor think safe push positive elderly patient back nurse home hot zone,,"[{'score': 0.827997, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
4313,chestertnted,"2a is god. supporter of president trump. love ted nugent and the nra.
like delta blues, milsurp weapons, classic country, and  long term relationships.","minnesota, usa",23,64,4161,2009-12-30 14:37:44,2020-06-21 02:19:01,824,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]","[{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,1.0,,,
4314,ddavids105,trump 2020 america first always and forever,"robinson, il",698,1923,93050,2014-09-01 22:42:23,2020-06-21 03:58:54,1962,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]","[{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,1.0,,,
4315,SouzaEluam,"um twitter aleatório(🏡)
🇧🇷🇯🇵🇰🇷 retweet",world,240,415,221125,2017-08-15 23:22:24,2020-06-22 03:23:49,3,Food-related Covid-19 outbreaks raise flags about supply security https://t.co/yo5zOHqrcq,[],[],food-related outbreak raise flag supply security,,[],,,,,,,
4316,Eekamouse_1,professional spitting contest referee and assistant to the dean of the school for the massively annoying.,n.a,1498,445,18925,2017-01-18 01:46:59,2020-06-21 03:41:12,682,"Breaking News: Covid Virus extremely confused at #TrumpRallyFail. ""I'm really disappointed,"" said virus, ""we were going to spread it like warm butter tonight."" Virus adds, ""We'll work with what we got.""",['trumprallyfail'],[],break news covid virus extremely confused i'm really disappoint say virus go spread like warm butter tonight virus add we'll work get,,"[{'score': 0.654326, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
4317,xristinaki2929,🇬🇷 ελληνίδα • 🔴⚪ sju '21 • ινσταγραμ/insta: xristinaki1895,n.a,1244,103,3885,2016-05-29 01:02:54,2020-06-20 02:48:05,3,"Law abiding citizen. Followed Covid-19 lockdown and social distancing. Many of us live trans-Atlantic lives. The cure, in this case, is worse than the virus for so many of us! Please lift the travel ban. #LiftTheTravelBan #loveisnottourism @realDonaldTrump @PressSec @VP",[],"['@realDonaldTrump', '@PressSec', '@VP']",law abide citizen follow lockdown social distance many live trans-atlantic life cure case bad virus many please lift travel ban,,"[{'score': 0.605912, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.552075, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,,,
4318,AlephsMom,#guntotingliberal #gunsensenow #proudcardcarryingslytherin #raisingaravenclaw #raisingagentleman #stillwithher #resist #impeachtrumppencenow #azdbacks ❤️⚾️💙,n.a,1334,1398,278875,2013-06-02 15:41:42,2020-06-21 02:18:27,9810,6 members of Trump's Tulsa advance staff have tested positive for COVID-19. Each may have infected hundreds with the virus already.,[],[],member trump's tulsa advance staff test positive may infect hundred virus already,,[],,,,,,,
4319,rothauch,n.a,n.a,31,26,2368,2009-06-13 12:54:07,2020-06-22 01:40:39,0,"@DanRather Democrats = Part of Hate and Mob Rule, guess you think the BLM protests and riots were ok with COVID-19.  LOL",[],['@DanRather'],democrat part hate mob rule guess think blm protest riot ok lol,,"[{'score': 0.6375, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.717246, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,,,1.0
4320,imamsnup,"indian medical association-medical students’ network for the medicos,by the medicos & of the medicos. united medicos united across the nation serving the nation","ima house, varanasi, u. p.",1032,795,165,2019-08-02 05:35:50,2020-06-22 03:41:04,0,IMA - MSN UP pays - Tribute to Corona Warriors in this pandemic time.Salute to each and everyone helping us at this time🇮🇳🇮🇳 @imamsnup @IMAIndiaOrg @IMA_MSNIndia #COVIDー19 #coronavirus #CoronaWarriors #JaiHind #WeStandWithIndianArmy #Saluteindianarmy @WHO @UNICEF @UNICEFIndia https://t.co/hqUkkKeXIw,"['covidー19', 'coronavirus', 'coronawarriors', 'jaihind', 'westandwithindianarmy', 'saluteindianarmy']","['@imamsnup', '@IMAIndiaOrg', '@IMA_MSNIndia', '@WHO', '@UNICEF', '@UNICEFIndia']",ima msn pay tribute corona warrior pandemic time.salute everyone help time,"[{'sentence_id': 0, 'text': 'ima msn pay tribute corona warrior pandemic time.salute', 'tones': []}, {'sentence_id': 1, 'text': 'everyone help time', 'tones': [{'score': 0.566774, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]",[],,,,,,,
4321,MA4NV5,"from el paso texas. free afghan - american born in sydney, raised in s killafornia. from kabul, afg.
father, a sunni pashtun,  mother was shia azaarah.","el paso, tx",918,263,10507,2015-11-13 20:12:45,2020-06-21 03:29:43,102,"TRUMP ""Chinese Virus"" 🤣 https://t.co/wKvyHkqKqj",[],[],trump chinese virus,,[],,,,,,,
4322,MRIrene,i yam what i yam and that's all that i yam. all american woman. never ever trump. list=block,the great state of texas,3819,5213,110146,2010-01-13 21:37:42,2020-06-22 03:37:31,448,"On a call with Trump, Biden laid out 5 things he must do:

1. Use the DPA
2. Require Big Banks to loan to small businesses
3. Ramp up testing
4. Open an ACA enrollment period
5. Collect data on COVID-19 among African Americans who are dying at a higher rate https://t.co/mht5hRJm1a",[],[],call trump biden lay thing must use require big bank loan small ramp open aca enrollment collect data among african american die high rate,,"[{'score': 0.604286, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
4323,TheBeardFiles,"the good i do is good... the bad i do is legendary🍸 intel/security consultant & psychologist -life has certainly taken some unexpected turns, and here we are.",metro dc/chicago/florida,2178,1570,21131,2013-07-29 03:08:42,2020-06-22 01:39:28,194,"Number of COVID-19 deaths listed on this afternoon's Cook County medical examiner ledger: 2

Number of homicides listed: 7

#Chicago",[],[],number death list afternoon's cook county medical examiner ledger homicide list,,"[{'score': 0.543511, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.788547, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,,,
4324,DerpStateActor,focused on removing the orange menace from the white house. #resist #resistanceunited #strongertogether #fbr #anyonebuttrump2020,n.a,1678,1304,32688,2019-10-11 23:52:44,2020-06-23 01:07:41,3534,"No one should have to choose between their paycheck and their health. That's why my plan for a safe and effective reopening ensures everyone has access to testing and paid leave for all those who get sick from COVID-19.

Read more here: https://t.co/v6hImc0J3q",[],[],one choose paycheck health that's plan safe effective reopening ensure everyone access test pay leave get sick,,"[{'score': 0.928991, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
4325,BellElibell,"actress (specializing in funny, dark, heartbreaking people with issues) & activist (fighting for heartbreaking issues that matter). i have a theme. #sfgirlinnyc","manhattan, ny",1152,453,8512,2012-08-31 23:33:26,2020-06-22 02:10:35,788,"Dems, when you critique Trump economically, don’t just start w/ the state of the economy since COVID-19. Tell the truth about how bad it was before COVID for poor &amp; low wealth ppl in this nation.",[],[],dems critique trump economically don’t start state economy since tell truth bad covid poor amp low wealth ppl nation,,"[{'score': 0.556635, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
4326,Stasiaaa_Mariee,💋,n.a,458,492,62598,2017-01-21 18:40:32,2020-06-20 02:48:58,27,"Corona virus tried to hold America down, But look at us, Still living &amp; enjoying life.! SUMMER HERE WE COME BITCH",[],[],corona virus try hold america look still live amp enjoy life summer come bitch,,"[{'score': 0.675805, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
4327,punkisdrunkk,n.a,n.a,134,421,3085,2013-12-17 18:55:31,2020-06-21 02:34:02,0,$30 tip for laughing at corona virus jokes &gt;&gt;&gt;&gt;,[],[],tip laugh corona virus joke gt;&gt;&gt;&gt,,"[{'score': 0.636912, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
4328,amilparvaatraf1,amilparvatrafiq,n.a,14,1,5,2020-06-20 07:11:58,2020-06-22 01:19:49,739,Best Father’s Day so far. Alhamdullilah he just came out negative after prolonged Covid-19. ❤️❤️ https://t.co/lEO0jIXyuL,[],[],best father’s day far alhamdullilah come negative prolonged,,"[{'score': 0.735254, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
4329,sturgeongal,"full-bubble off center to the left #namnavydiverwife~if you cant take the pressure~don't suit up~
no privatization of va 4 profit
#voteblue #stoptrump",as far west as it gets,2403,1543,164812,2012-12-08 01:27:21,2020-06-23 01:09:59,7122,"A megachurch is hosting Trump's rally on Tuesday in Phoenix. These two con-men falsely claim they've installed a system which kills 99.9% of COVID-19. 

Arizona's Coronavirus numbers are surging. Madness...https://t.co/6mgM8BLhO9",[],[],"megachurch host trump's rally tuesday phoenix two con-men falsely claim they've instal system kill 

arizona's coronavirus number surge madness","[{'sentence_id': 0, 'text': ""megachurch host trump's rally tuesday phoenix two con-men falsely claim they've instal system kill "", 'tones': [{'score': 0.568169, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': ""arizona's coronavirus number surge madness"", 'tones': []}]",[],,,,,,,
4330,Josel_312,n.a,pr🇵🇷,346,299,8910,2016-06-30 11:56:03,2020-06-22 03:42:34,26585,Lack of taste is a symptom of covid-19 https://t.co/o2txxNFLn3,[],[],lack taste symptom,,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
4331,ekrhyne,"cinematographer and editor @nytimes | formerly @newyorker @mashable @latimes | probably on the road, new to this twitter thing 🤷🏼‍♀️","brooklyn, ny",45,3,2,2020-06-01 18:57:18,2020-06-22 01:18:11,0,"“That could be one of my family members. That could be me.” Far Rockaway has the second-highest #COVID__19 death rate in #NYC. In late April, @KassieBracken and I spent two days filming at St. John’s Episcopal Hospital, the only hospital on the #Rockaway peninsula. https://t.co/pZcOlUXCms","['covid__19', 'nyc', 'rockaway']",['@KassieBracken'],“that could one family member could me.” far rockaway second-highest death rate late april spend two day film st john’s episcopal hospital hospital peninsula,"[{'sentence_id': 0, 'text': '“that could one family member could me.”', 'tones': [{'score': 0.990161, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'far rockaway second-highest death rate late april spend two day film st john’s episcopal hospital hospital peninsula', 'tones': [{'score': 0.675432, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]","[{'score': 0.691151, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.966403, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,1.0,,,
4332,CitizenFront,walk fast. wander slowly.,n.a,3085,341,109603,2016-07-02 18:21:36,2020-06-23 01:27:03,5,Dr. Stephan Kamholz was chair of medicine at Maimonides Medical Center when the virus hit. He threw himself into the fight against the pandemic but died of Covid-19 at the hospital where he worked. https://t.co/PaHKyfd1IS,[],[],dr stephan kamholz chair medicine maimonides medical center virus hit threw fight pandemic die hospital work,,"[{'score': 0.659838, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
